Reset,left_occupied,left_angle,left_offset,left_size,left_width,left_length,left_has_pillar,right_occupied,right_angle,right_offset,right_size,right_width,right_length,right_has_pillar,goal_lane_index,goal_position_x,goal_position_y,goal_heading,controlled_x,controlled_y,controlled_width,controlled_length,step,done,agent_angle_score,agent_angle_tier,agent_angle_deg
Reset 827,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-7.927475152689846,0.0,2.0,4.3,23,True,35.69257602495877,beginner,12.153711987520614
Reset 828,1,0.10211579145488314,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-6.201105077310403,0.0,2.0,4.8,15,True,30.91311499572651,beginner,14.543442502136745
Reset 829,1,0.11307353023399269,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-6.64313768267805,0.0,2.0,4.8,19,True,33.04492181874016,beginner,13.477539090629922
Reset 830,0,0.0,0.0,0,0.0,0.0,0,1,-0.06873331636820312,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-2.5239138263241783,0.0,2.0,4.3,17,True,39.41423714685928,beginner,10.292881426570359
Reset 831,1,0.0005234551493269457,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-7.3347387719535,0.0,2.0,4.3,17,True,36.48436910170771,beginner,11.757815449146143
Reset 832,1,-0.010248413161323633,0.0,1,2.0,4.8,0,1,0.028939670677820217,0.0,0,2.0,4.3,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-2.6725328780051543,0.0,2.0,4.3,15,True,48.23790965152013,intermediate,8.970261293559984
Reset 833,1,-0.1541234717689608,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-5.520816418069747,0.0,2.0,4.8,15,True,33.606440993423135,beginner,13.196779503288433
Reset 834,1,-0.12252200578490191,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-7.551003570354493,0.0,2.0,4.8,17,True,35.38139076054307,beginner,12.309304619728465
Reset 835,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-6.128251577567662,0.0,2.0,4.3,21,True,35.93441732610874,beginner,12.03279133694563
Reset 836,0,0.0,0.0,0,0.0,0.0,0,1,-0.06683516098363818,0.0,0,2.0,4.3,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-6.42142661420263,0.0,2.0,4.3,19,True,36.57481106692304,beginner,11.71259446653848
Reset 837,1,0.1560676415347586,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-6.27794015241743,0.0,2.0,4.8,15,True,30.684174015558977,beginner,14.657912992220512
Reset 838,1,-0.13820703527304556,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-5.822160202425246,0.0,2.0,4.3,22,True,36.12035277253342,beginner,11.939823613733287
Reset 839,1,-0.10517632744207583,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-7.71966707639365,0.0,2.0,4.8,17,True,34.72351263371294,beginner,12.63824368314353
Reset 840,0,0.0,0.0,0,0.0,0.0,0,1,0.1605912786620014,0.0,0,2.0,4.3,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-7.53894138765317,0.0,2.0,4.8,22,True,41.4785195790829,intermediate,9.815185052614638
Reset 841,0,0.0,0.0,0,0.0,0.0,0,1,0.16800607646786103,0.0,0,2.0,4.3,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-7.097186109157271,0.0,2.0,4.3,21,True,33.01275742465205,beginner,13.493621287673976
Reset 842,1,0.1487265695507869,0.0,1,2.0,4.8,0,1,-0.00531065835734279,0.0,0,2.0,4.3,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-3.278254547244555,0.0,2.0,4.3,15,True,39.241564136360246,beginner,10.379217931819877
Reset 843,0,0.0,0.0,0,0.0,0.0,0,1,-0.0293825941641479,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-6.13708269286418,0.0,2.0,4.3,16,True,32.45949618375843,beginner,13.770251908120786
Reset 844,0,0.0,0.0,0,0.0,0.0,0,1,-0.019734653659827517,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-6.679708687718491,0.0,2.0,4.3,17,True,37.42806883527177,beginner,11.285965582364113
Reset 845,1,0.06602544446389902,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-4.644884759591568,0.0,2.0,4.3,18,True,38.987826229282234,beginner,10.506086885358885
Reset 846,0,0.0,0.0,0,0.0,0.0,0,1,0.1640748911306409,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-5.340109852529799,0.0,2.0,4.3,16,True,36.7983161598615,beginner,11.600841920069252
Reset 847,1,-0.1470581341269157,0.0,0,2.0,4.3,0,1,-0.00600536502396376,0.0,1,2.0,4.8,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-3.9149238376429984,0.0,2.0,4.8,16,True,40.78564109971566,intermediate,9.901794862535542
Reset 848,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-8.784314610236208,0.0,2.0,4.3,20,True,37.47105359614481,beginner,11.264473201927592
Reset 849,1,0.06088735994660954,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-7.671204037633541,0.0,2.0,4.3,15,True,33.74164479320201,beginner,13.129177603398995
Reset 850,1,0.13006810099258947,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-8.776221151513164,0.0,2.0,4.3,21,True,30.55312882637406,beginner,14.72343558681297
Reset 851,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-2.270213207551514,0.0,2.0,4.8,13,True,31.295101945712283,beginner,14.352449027143859
Reset 852,0,0.0,0.0,0,0.0,0.0,0,1,-0.08548073717010407,0.0,1,2.0,4.8,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-8.738168431766937,0.0,2.0,4.8,16,True,28.553519858310104,beginner,15.723240070844948
Reset 853,1,-0.13207154936875298,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-9.460312442619806,0.0,2.0,4.8,23,True,30.04357391967905,beginner,14.978213040160474
Reset 854,1,-0.06974000511174694,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-9.545479685954442,0.0,2.0,4.3,23,True,29.110566797325223,beginner,15.444716601337388
Reset 855,0,0.0,0.0,0,0.0,0.0,0,1,0.020388948991609368,0.0,1,2.0,4.8,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-3.451612714246977,0.0,2.0,4.3,15,True,37.39664770895416,beginner,11.301676145522917
Reset 856,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-9.80926169204364,0.0,2.0,4.8,18,True,34.216724192763365,beginner,12.891637903618317
Reset 857,0,0.0,0.0,0,0.0,0.0,0,1,0.033475291582170996,0.0,1,2.0,4.8,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-8.472101837962743,0.0,2.0,4.3,15,True,19.764219816753112,beginner,20.117890091623444
Reset 858,1,0.04030804850212544,0.0,1,2.0,4.8,0,1,-0.08664754903133809,0.0,0,2.0,4.3,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-2.0318785721886226,0.0,2.0,4.3,12,True,29.120078215199804,beginner,15.439960892400098
Reset 859,0,0.0,0.0,0,0.0,0.0,0,1,-0.024328428730512552,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-6.800825084749066,0.0,2.0,4.3,20,True,30.530984385570118,beginner,14.734507807214941
Reset 860,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-8.868472725397009,0.0,2.0,4.3,23,True,38.029566908494616,beginner,10.985216545752694
Reset 861,0,0.0,0.0,0,0.0,0.0,0,1,-0.08823334045036813,0.0,0,2.0,4.3,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-3.877927940629946,0.0,2.0,4.3,11,True,20.620146095301983,beginner,19.68992695234901
Reset 862,1,0.16809639235805784,0.0,1,2.0,4.8,0,1,-0.022558215092271405,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-5.039143521842147,0.0,2.0,4.8,18,True,34.300492548025275,beginner,12.84975372598736
Reset 863,0,0.0,0.0,0,0.0,0.0,0,1,0.11345335506628018,0.0,1,2.0,4.8,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-3.7117742359421975,0.0,2.0,4.8,16,True,41.60361699858866,intermediate,9.799547875176417
Reset 864,1,0.03962645550569355,0.0,1,2.0,4.8,0,1,-0.17278620581530402,0.0,0,2.0,4.3,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-6.822819229060953,0.0,2.0,4.3,14,True,19.083943164559017,beginner,20.45802841772049
Reset 865,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-6.8004990215817225,0.0,2.0,4.3,21,True,34.36725281546106,beginner,12.816373592269471
Reset 866,1,-0.1691872436024724,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-2.4685914397007025,0.0,2.0,4.8,14,True,31.135969626014614,beginner,14.432015186992693
Reset 867,1,-0.07112282922801083,0.0,1,2.0,4.8,0,1,-0.1738368768268146,0.0,0,2.0,4.3,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-9.42327578731065,0.0,2.0,4.3,18,True,38.84013395739473,beginner,10.579933021302637
Reset 868,1,0.01825865701497076,0.0,0,2.0,4.3,0,1,-0.14333024886708845,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-3.162249686257595,0.0,2.0,4.8,19,True,39.772671657486825,beginner,10.11366417125659
Reset 869,1,0.1588991471274659,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-6.951796697956563,0.0,2.0,4.3,15,True,48.55187174676615,intermediate,8.93101603165423
Reset 870,1,-0.1733259540906822,0.0,0,2.0,4.3,0,1,-0.007090613325564377,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-5.457226222755795,0.0,2.0,4.3,20,True,39.258431472584675,beginner,10.370784263707662
Reset 871,1,0.11971766445695664,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-5.7367696275162565,0.0,2.0,4.8,17,True,46.78573922742156,intermediate,9.151782596572305
Reset 872,0,0.0,0.0,0,0.0,0.0,0,1,-0.04656927015753021,0.0,1,2.0,4.8,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-8.941394641281484,0.0,2.0,4.3,16,True,30.773885039453614,beginner,14.613057480273193
Reset 873,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-5.29073062650805,0.0,2.0,4.8,12,True,15.612726842645884,beginner,22.193636578677058
Reset 874,0,0.0,0.0,0,0.0,0.0,0,1,-0.015864148333066597,0.0,0,2.0,4.3,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-6.081689890142476,0.0,2.0,4.3,19,True,35.556316319152685,beginner,12.221841840423656
Reset 875,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-3.2451264772741775,0.0,2.0,4.8,12,True,18.02092614024538,beginner,20.98953692987731
Reset 876,1,-0.06936406378498128,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-6.648785332011235,0.0,2.0,4.8,22,True,35.687584282305394,beginner,12.156207858847301
Reset 877,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-4.682259363393779,0.0,2.0,4.3,12,True,24.734452676364015,beginner,17.632773661817993
Reset 878,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-7.382450970262207,0.0,2.0,4.3,22,True,38.12529012616221,beginner,10.937354936918894
Reset 879,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-8.656994798661245,0.0,2.0,4.3,18,True,54.75283802475491,intermediate,8.155895246905636
Reset 880,0,0.0,0.0,0,0.0,0.0,0,1,-0.05455458512485256,0.0,1,2.0,4.8,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-4.631077048313499,0.0,2.0,4.3,18,True,37.67664429449792,beginner,11.161677852751042
Reset 881,0,0.0,0.0,0,0.0,0.0,0,1,-0.011507161653653508,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-7.040446048446197,0.0,2.0,4.8,20,True,27.712518265141604,beginner,16.143740867429198
Reset 882,1,0.06635546305752316,0.0,1,2.0,4.8,0,1,-0.09323349791665914,0.0,1,2.0,4.8,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-8.704673462365975,0.0,2.0,4.8,16,True,28.725282586915142,beginner,15.637358706542429
Reset 883,0,0.0,0.0,0,0.0,0.0,0,1,-0.05923628618351584,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-2.712774787926146,0.0,2.0,4.8,18,True,29.697966314845804,beginner,15.151016842577098
Reset 884,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-7.999969839250851,0.0,2.0,4.8,23,True,38.82851169829275,beginner,10.585744150853625
Reset 885,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-6.004866027570573,0.0,2.0,4.3,16,True,33.18642492058582,beginner,13.406787539707087
Reset 886,0,0.0,0.0,0,0.0,0.0,0,1,-0.12569205509400816,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-6.615548502379865,0.0,2.0,4.3,19,True,38.230892856359,beginner,10.8845535718205
Reset 887,1,0.1661106496554059,0.0,0,2.0,4.3,0,1,0.012176283852548098,0.0,0,2.0,4.3,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-5.059728039561094,0.0,2.0,4.8,16,True,34.12181251759629,beginner,12.939093741201855
Reset 888,0,0.0,0.0,0,0.0,0.0,0,1,-0.04984596873263536,0.0,1,2.0,4.8,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-7.720036555139601,0.0,2.0,4.8,20,True,38.2080094093839,beginner,10.895995295308051
Reset 889,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-9.317070048367544,0.0,2.0,4.3,20,True,37.634474903058404,beginner,11.1827625484708
Reset 890,0,0.0,0.0,0,0.0,0.0,0,1,-0.10222183537558749,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-9.913274092346644,0.0,2.0,4.3,20,True,33.41847382567097,beginner,13.290763087164516
Reset 891,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-4.889300642125242,0.0,2.0,4.8,16,True,35.14643506389355,beginner,12.426782468053228
Reset 892,1,-0.12488139813276633,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-3.475955961935634,0.0,2.0,4.8,19,True,38.28776223240668,beginner,10.856118883796663
Reset 893,0,0.0,0.0,0,0.0,0.0,0,1,-0.009031310379027602,0.0,1,2.0,4.8,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-7.075163816059065,0.0,2.0,4.3,13,True,14.748488440411656,beginner,22.625755779794172
Reset 894,1,0.008505323847054935,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-9.20561332000237,0.0,2.0,4.8,16,True,25.81938292479743,beginner,17.090308537601285
Reset 895,1,-0.10899668092658099,0.0,1,2.0,4.8,0,1,0.0012707597616536948,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-2.7539758901122093,0.0,2.0,4.8,17,True,35.88534419959842,beginner,12.057327900200791
Reset 896,1,0.021635828066310703,0.0,1,2.0,4.8,0,1,0.09888327740052039,0.0,0,2.0,4.3,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-8.616630518562385,0.0,2.0,4.8,16,True,29.197706601982944,beginner,15.401146699008528
Reset 897,0,0.0,0.0,0,0.0,0.0,0,1,0.07342637750284542,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-8.410502506761592,0.0,2.0,4.8,17,True,31.36218703958658,beginner,14.31890648020671
Reset 898,1,0.15531006477820597,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-5.418996974594604,0.0,2.0,4.8,21,True,31.042148664019276,beginner,14.478925667990362
Reset 899,0,0.0,0.0,0,0.0,0.0,0,1,-0.10799939326642383,0.0,1,2.0,4.8,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-4.078480912382599,0.0,2.0,4.3,15,True,34.20224559264476,beginner,12.89887720367762
Reset 900,1,0.07962310064908684,0.0,1,2.0,4.8,0,1,-0.03759315458672807,0.0,1,2.0,4.8,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-3.086114726392691,0.0,2.0,4.8,15,True,32.430518920377736,beginner,13.78474053981113
Reset 901,0,0.0,0.0,0,0.0,0.0,0,1,-0.07801996332044903,0.0,0,2.0,4.3,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-9.43767275772716,0.0,2.0,4.3,21,True,36.81681189147691,beginner,11.591594054261545
Reset 902,1,0.10346757336945012,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-7.788424849511092,0.0,2.0,4.3,19,True,34.50909897510227,beginner,12.745450512448866
Reset 903,0,0.0,0.0,0,0.0,0.0,0,1,-0.13500770362318426,0.0,0,2.0,4.3,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-2.938093594803277,0.0,2.0,4.3,10,True,21.233058670103965,beginner,19.383470664948018
Reset 904,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-8.451093664817126,0.0,2.0,4.3,16,True,59.92940552658615,intermediate,7.508824309176731
Reset 905,1,0.060144010742431586,0.0,0,2.0,4.3,0,1,-0.06338210531227717,0.0,0,2.0,4.3,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-8.844859069462458,0.0,2.0,4.8,20,True,32.66483494154044,beginner,13.66758252922978
Reset 906,1,-0.09197035571538414,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-3.38733993877657,0.0,2.0,4.8,18,True,37.41038158304909,beginner,11.294809208475455
Reset 907,1,-0.025589197121471008,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-2.366003868807711,0.0,2.0,4.3,20,True,39.5999518407045,beginner,10.20002407964775
Reset 908,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-6.293935459849473,0.0,2.0,4.8,19,True,34.99761950987635,beginner,12.501190245061824
Reset 909,0,0.0,0.0,0,0.0,0.0,0,1,-0.157373895760887,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-2.4472947414791513,0.0,2.0,4.8,17,True,37.41849971592235,beginner,11.290750142038826
Reset 910,1,-0.13437771932563836,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-3.790886260624047,0.0,2.0,4.8,18,True,35.61419374222518,beginner,12.192903128887407
Reset 911,0,0.0,0.0,0,0.0,0.0,0,1,-0.07842041859627247,0.0,0,2.0,4.3,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-4.292556113619532,0.0,2.0,4.3,11,True,14.648757718517444,beginner,22.675621140741278
Reset 912,1,0.12792009003854288,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-4.0065652149004185,0.0,2.0,4.3,15,True,34.528684636201305,beginner,12.735657681899346
Reset 913,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-5.4303427140072085,0.0,2.0,4.8,16,True,35.668176969803184,beginner,12.16591151509841
Reset 914,1,-0.15202924118127825,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-3.423317380879163,0.0,2.0,4.3,17,True,35.7684839725445,beginner,12.11575801372775
Reset 915,0,0.0,0.0,0,0.0,0.0,0,1,-0.014180047310148547,0.0,0,2.0,4.3,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-9.268059996999071,0.0,2.0,4.8,23,True,46.24680171057133,intermediate,9.219149786178583
Reset 916,1,0.12698119439654354,0.0,0,2.0,4.3,0,1,-0.1697588325406103,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-8.80845229281022,0.0,2.0,4.8,18,True,37.167246927032,beginner,11.416376536484004
Reset 917,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-9.929332519028106,0.0,2.0,4.8,17,True,35.08812869778966,beginner,12.455935651105174
Reset 918,1,0.05247522349540423,0.0,1,2.0,4.8,0,1,-0.03598084793989087,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-3.017161171439086,0.0,2.0,4.3,17,True,38.86639750119984,beginner,10.56680124940008
Reset 919,0,0.0,0.0,0,0.0,0.0,0,1,0.11409815454864902,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-9.952741686726295,0.0,2.0,4.3,22,True,37.27962925994589,beginner,11.360185370027054
Reset 920,1,-0.060399120612565804,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-7.997429671825643,0.0,2.0,4.3,21,True,37.40761428551049,beginner,11.296192857244755
Reset 921,1,0.09479096834276834,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-9.580301395735901,0.0,2.0,4.3,23,True,28.91068951773255,beginner,15.544655241133725
Reset 922,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-9.270267333577937,0.0,2.0,4.3,16,True,35.40350230274327,beginner,12.298248848628365
Reset 923,1,0.0708211850994862,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-3.0312571960386174,0.0,2.0,4.8,15,True,36.191474763886596,beginner,11.904262618056702
Reset 924,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-5.894007630369148,0.0,2.0,4.3,19,True,36.04325282167106,beginner,11.97837358916447
Reset 925,1,0.013706295048863115,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-8.195277776130034,0.0,2.0,4.3,16,True,65.78398751493611,intermediate,6.7770015606329865
Reset 926,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-8.890505452201825,0.0,2.0,4.3,18,True,36.546551922061106,beginner,11.726724038969447
Reset 927,1,0.122872241336208,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-6.59246604112157,0.0,2.0,4.3,17,True,37.399022613921176,beginner,11.30048869303941
Reset 928,1,0.11740945895789645,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-9.509820048789592,0.0,2.0,4.8,20,True,32.00280100118725,beginner,13.998599499406373
Reset 929,1,0.05046542284167188,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-6.196468904352738,0.0,2.0,4.8,22,True,38.25713116666245,beginner,10.871434416668777
Reset 930,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-3.6953790659359838,0.0,2.0,4.3,13,True,37.631370708193444,beginner,11.18431464590328
Reset 931,1,0.0019276182070881998,0.0,0,2.0,4.3,0,1,-0.03701118772765466,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-9.667745862567902,0.0,2.0,4.8,22,True,35.66796994891798,beginner,12.16601502554101
