Reset,left_occupied,left_angle,left_offset,left_size,left_width,left_length,left_has_pillar,right_occupied,right_angle,right_offset,right_size,right_width,right_length,right_has_pillar,goal_lane_index,goal_position_x,goal_position_y,goal_heading,controlled_x,controlled_y,controlled_width,controlled_length,step,done,agent_angle_score,agent_angle_tier,agent_angle_deg
Reset 1,1,0.033599378956946646,0.0,1,2.0,4.8,0,1,0.15577030423143712,0.0,1,2.0,4.8,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-9.830159529236864,0.0,2.0,4.8,21,True,38.91827959551716,beginner,10.540860202241419
Reset 2,0,0.0,0.0,0,0.0,0.0,0,1,0.17276121802067523,0.0,0,2.0,4.3,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-4.526115522247516,0.0,2.0,4.8,20,True,36.596967311301086,beginner,11.701516344349457
Reset 3,1,0.012724608817872962,0.0,1,2.0,4.8,0,1,-0.09666932076942847,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-6.17620841283741,0.0,2.0,4.3,16,True,32.25248944248504,beginner,13.873755278757478
Reset 4,0,0.0,0.0,0,0.0,0.0,0,1,0.05229715179090633,0.0,1,2.0,4.8,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-9.030051396020268,0.0,2.0,4.3,16,True,30.557149797389815,beginner,14.721425101305092
Reset 5,1,-0.05445519031425716,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-7.941044240560876,0.0,2.0,4.8,15,True,23.812766858522856,beginner,18.093616570738572
Reset 6,1,0.15424078237390892,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-6.601359074097941,0.0,2.0,4.3,17,True,37.394534458494846,beginner,11.302732770752579
Reset 7,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-9.452538095675104,0.0,2.0,4.8,23,True,30.087206619926185,beginner,14.956396690036907
Reset 8,1,-0.053760084842903844,0.0,0,2.0,4.3,0,1,-0.16242638068644255,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-6.364683505430818,0.0,2.0,4.3,19,True,38.566640982366934,beginner,10.716679508816531
Reset 9,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-9.87452360544816,0.0,2.0,4.3,24,True,32.78150272518916,beginner,13.609248637405418
Reset 10,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-3.643817200128617,0.0,2.0,4.3,21,True,35.596998627129466,beginner,12.201500686435269
Reset 11,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-4.433550747917113,0.0,2.0,4.3,16,True,56.69098257912841,intermediate,7.913627177608949
Reset 12,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-2.042929370623261,0.0,2.0,4.3,20,True,42.71034464407943,intermediate,9.661206919490072
Reset 13,0,0.0,0.0,0,0.0,0.0,0,1,-0.15136091045741984,0.0,0,2.0,4.3,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-4.764465464897281,0.0,2.0,4.8,13,True,20.40392330843985,beginner,19.798038345780075
Reset 14,0,0.0,0.0,0,0.0,0.0,0,1,-0.11087941507478805,0.0,1,2.0,4.8,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-5.280364552718752,0.0,2.0,4.3,21,True,38.04819996672208,beginner,10.975900016638958
Reset 15,1,0.03619223502145519,0.0,1,2.0,4.8,0,1,0.08476044036586461,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-3.521698593169357,0.0,2.0,4.8,15,True,34.41933096455309,beginner,12.790334517723455
Reset 16,0,0.0,0.0,0,0.0,0.0,0,1,0.09371605640232339,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-2.607846510170792,0.0,2.0,4.3,18,True,33.33577235477236,beginner,13.332113822613822
Reset 17,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-8.860005839087673,0.0,2.0,4.3,14,True,10.162659191013788,beginner,24.918670404493106
Reset 18,1,-0.16029248394707918,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-6.935835188703168,0.0,2.0,4.3,19,True,39.40742039948674,beginner,10.296289800256632
Reset 19,0,0.0,0.0,0,0.0,0.0,0,1,0.16195581194291742,0.0,1,2.0,4.8,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-3.3260795549489925,0.0,2.0,4.8,10,True,23.587772735947574,beginner,18.206113632026213
Reset 20,0,0.0,0.0,0,0.0,0.0,0,1,0.0341100534569978,0.0,0,2.0,4.3,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-6.399002189026878,0.0,2.0,4.8,21,True,37.67746855542703,beginner,11.161265722286483
Reset 21,1,-0.16897998332248654,0.0,0,2.0,4.3,0,1,-0.003587128495401437,0.0,0,2.0,4.3,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-2.381334097119513,0.0,2.0,4.8,12,True,24.165711157856656,beginner,17.917144421071672
Reset 22,1,-0.1363227663325084,0.0,0,2.0,4.3,0,1,-0.07391640771862806,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-4.984394338379451,0.0,2.0,4.3,19,True,30.231922731085795,beginner,14.884038634457102
Reset 23,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-7.54952333242267,0.0,2.0,4.3,15,True,36.02997851669383,beginner,11.985010741653083
Reset 24,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-5.516594794986614,0.0,2.0,4.3,14,True,37.07332622039437,beginner,11.463336889802815
Reset 25,1,-0.11672840136224316,0.0,0,2.0,4.3,0,1,-0.09956447021431991,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-3.0872117040585554,0.0,2.0,4.3,17,True,38.269965288191656,beginner,10.865017355904172
Reset 26,1,-0.14357900791178224,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-4.151801126614629,0.0,2.0,4.3,13,True,29.059520211439153,beginner,15.470239894280423
Reset 27,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-7.58162262745439,0.0,2.0,4.3,15,True,35.44468973972417,beginner,12.277655130137918
Reset 28,1,0.13474904367907725,0.0,1,2.0,4.8,0,1,-0.14800152992475457,0.0,0,2.0,4.3,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-2.362667550410177,0.0,2.0,4.8,17,True,32.592071179346874,beginner,13.703964410326565
Reset 29,0,0.0,0.0,0,0.0,0.0,0,1,0.025973644009448016,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-8.379461417237675,0.0,2.0,4.8,21,True,32.54734035841777,beginner,13.726329820791115
Reset 30,1,0.0112516377675842,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-9.349411273255573,0.0,2.0,4.3,16,True,34.95555252019585,beginner,12.522223739902074
Reset 31,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-8.481672542769761,0.0,2.0,4.8,16,True,31.166705903540763,beginner,14.416647048229619
Reset 32,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-4.103964527771538,0.0,2.0,4.3,21,True,42.67468249535466,intermediate,9.665664688080668
Reset 33,1,-0.018445626700095863,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-7.7553076235623095,0.0,2.0,4.8,16,True,34.40730383639632,beginner,12.796348081801836
Reset 34,1,0.05426286510776812,0.0,0,2.0,4.3,0,1,-0.06578541915104674,0.0,0,2.0,4.3,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-6.703074155416101,0.0,2.0,4.8,19,True,32.577297758949356,beginner,13.711351120525324
Reset 35,1,-0.10417144065526629,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-3.5719020532436687,0.0,2.0,4.8,20,True,29.97713593618948,beginner,15.01143203190526
Reset 36,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-4.305273044227439,0.0,2.0,4.8,13,True,23.71051263469962,beginner,18.14474368265019
Reset 37,0,0.0,0.0,0,0.0,0.0,0,1,0.03668768770612152,0.0,1,2.0,4.8,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-3.896079478623661,0.0,2.0,4.3,20,True,35.9138713659427,beginner,12.04306431702865
Reset 38,0,0.0,0.0,0,0.0,0.0,0,1,0.009967974195720153,0.0,1,2.0,4.8,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-2.7791916997779698,0.0,2.0,4.8,10,True,33.82497362948797,beginner,13.087513185256013
Reset 39,1,-0.1693459452696362,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-2.9288782038858328,0.0,2.0,4.3,13,True,56.86204069937648,intermediate,7.89224491257794
Reset 40,1,0.09525754881517523,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-5.043592469017024,0.0,2.0,4.3,21,True,31.634770535012926,beginner,14.182614732493537
Reset 41,0,0.0,0.0,0,0.0,0.0,0,1,-0.056516272441575977,0.0,0,2.0,4.3,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-9.989439858087472,0.0,2.0,4.3,15,True,17.441003863695826,beginner,21.279498068152087
Reset 42,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-3.2226882477074863,0.0,2.0,4.8,10,True,25.803695207505868,beginner,17.098152396247066
Reset 43,1,-0.006924153982168946,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-3.1410594321236944,0.0,2.0,4.3,17,True,37.83551341698537,beginner,11.082243291507314
Reset 44,1,-0.06123810091911652,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-3.576215769610058,0.0,2.0,4.8,16,True,42.08529338970823,intermediate,9.739338326286472
Reset 45,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-8.430894672277667,0.0,2.0,4.3,21,True,32.69249162722561,beginner,13.653754186387197
Reset 46,1,-0.10488893261270382,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-7.222406787834256,0.0,2.0,4.8,19,True,33.56933628273008,beginner,13.215331858634961
Reset 47,0,0.0,0.0,0,0.0,0.0,0,1,-0.07694549647376725,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-2.0641558153123967,0.0,2.0,4.8,14,True,32.68556850431626,beginner,13.657215747841871
Reset 48,0,0.0,0.0,0,0.0,0.0,0,1,0.12286895394602504,0.0,1,2.0,4.8,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-2.2163973835896424,0.0,2.0,4.8,12,True,25.529675935611117,beginner,17.23516203219444
Reset 49,0,0.0,0.0,0,0.0,0.0,0,1,0.033526945065597946,0.0,0,2.0,4.3,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-5.420826249453877,0.0,2.0,4.3,12,True,22.223189626038426,beginner,18.888405186980787
Reset 50,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-8.789091669861765,0.0,2.0,4.3,18,True,53.13271287441404,intermediate,8.358410890698245
Reset 51,1,-0.04564905109988526,0.0,0,2.0,4.3,0,1,-0.027252722761983206,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-4.249939245604581,0.0,2.0,4.3,18,True,39.497884428080866,beginner,10.251057785959569
Reset 52,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-8.655750135298778,0.0,2.0,4.8,18,True,42.605459159048564,intermediate,9.67431760511893
Reset 53,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-8.20584456147096,0.0,2.0,4.3,22,True,36.15567361859654,beginner,11.922163190701733
Reset 54,1,0.03128976953414142,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-3.8804315512715197,0.0,2.0,4.8,21,True,42.19489222918885,intermediate,9.725638471351393
Reset 55,0,0.0,0.0,0,0.0,0.0,0,1,0.14002711025307435,0.0,0,2.0,4.3,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-4.529417327245829,0.0,2.0,4.8,11,True,13.8249617494861,beginner,23.08751912525695
Reset 56,1,-0.0322546941727333,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-4.723051186394341,0.0,2.0,4.8,18,True,36.65631415410388,beginner,11.671842922948057
Reset 57,1,0.11506518827516077,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-2.407422578025529,0.0,2.0,4.3,20,True,39.49605819083902,beginner,10.25197090458049
Reset 58,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-3.873128881644859,0.0,2.0,4.8,16,True,41.2404894262737,intermediate,9.844938821715788
Reset 59,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-2.524649616757209,0.0,2.0,4.3,15,True,50.95811797117223,intermediate,8.630235253603471
Reset 60,0,0.0,0.0,0,0.0,0.0,0,1,-0.12441408578345281,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-9.240214340588093,0.0,2.0,4.3,20,True,37.8721732407279,beginner,11.063913379636046
Reset 61,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-7.175547354420632,0.0,2.0,4.3,17,True,36.936359123309174,beginner,11.531820438345411
Reset 62,0,0.0,0.0,0,0.0,0.0,0,1,0.02248129187596004,0.0,1,2.0,4.8,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-6.37301446931117,0.0,2.0,4.3,13,True,22.691874765036843,beginner,18.65406261748158
Reset 63,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-2.600326253674801,0.0,2.0,4.3,10,True,25.44114179505783,beginner,17.279429102471084
Reset 64,1,0.023671818229853647,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-5.228404306098195,0.0,2.0,4.3,21,True,30.807618601019552,beginner,14.596190699490224
Reset 65,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-5.0892538161945025,0.0,2.0,4.8,19,True,27.30009117714527,beginner,16.349954411427365
Reset 66,1,-0.05693837992689077,0.0,0,2.0,4.3,0,1,-0.044192299604946195,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-2.360112207882602,0.0,2.0,4.8,18,True,32.38815368200042,beginner,13.805923158999788
Reset 67,1,0.05247848141052769,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-5.066394079057324,0.0,2.0,4.3,13,True,18.540951818291838,beginner,20.72952409085408
Reset 68,1,-0.13067230967270804,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-2.8617487774824504,0.0,2.0,4.8,18,True,40.17975827172276,intermediate,9.977530216034655
Reset 69,0,0.0,0.0,0,0.0,0.0,0,1,-0.014325270658645195,0.0,0,2.0,4.3,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-7.824237746867469,0.0,2.0,4.8,22,True,39.55276460289474,beginner,10.223617698552632
Reset 70,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-5.6616959900131425,0.0,2.0,4.3,20,True,38.83059172820144,beginner,10.584704135899278
Reset 71,1,-0.007569075579803908,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-4.441782202532262,0.0,2.0,4.3,16,True,56.633797238107974,intermediate,7.920775345236503
Reset 72,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-5.954300228971643,0.0,2.0,4.3,14,True,33.84631242845399,beginner,13.076843785773004
Reset 73,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-9.184713346653638,0.0,2.0,4.8,21,True,25.97083900426628,beginner,17.01458049786686
Reset 74,1,0.04086110901279971,0.0,1,2.0,4.8,0,1,-0.10886326624339993,0.0,1,2.0,4.8,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-3.1547754760318822,0.0,2.0,4.3,12,True,20.93575615519748,beginner,19.53212192240126
Reset 75,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-9.682649150563478,0.0,2.0,4.3,15,True,20.088100295027346,beginner,19.955949852486327
Reset 76,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-5.016612137159002,0.0,2.0,4.3,16,True,36.32080377046468,beginner,11.839598114767659
Reset 77,1,0.17085350133591626,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-6.569636115259263,0.0,2.0,4.3,15,True,61.11055616331188,intermediate,7.361180479586015
Reset 78,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-9.200617916257212,0.0,2.0,4.3,23,True,38.5838814317026,beginner,10.7080592841487
Reset 79,0,0.0,0.0,0,0.0,0.0,0,1,0.08412238154620555,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-8.53384503382454,0.0,2.0,4.8,19,True,24.54717685219525,beginner,17.726411573902375
Reset 80,0,0.0,0.0,0,0.0,0.0,0,1,0.14171563593014502,0.0,1,2.0,4.8,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-3.5561072590697105,0.0,2.0,4.8,16,True,42.19636538700665,intermediate,9.725454326624169
Reset 81,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-2.1691849786925896,0.0,2.0,4.8,13,True,32.08472581948013,beginner,13.957637090259935
Reset 82,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-5.981489415366174,0.0,2.0,4.3,19,True,35.80452655370814,beginner,12.097736723145927
Reset 83,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-8.905499766810347,0.0,2.0,4.3,20,True,38.62661392825035,beginner,10.686693035874823
Reset 84,1,0.13377845205660943,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-8.76044064428109,0.0,2.0,4.8,16,True,28.445248623229656,beginner,15.777375688385172
Reset 85,0,0.0,0.0,0,0.0,0.0,0,1,-0.06595298764770297,0.0,0,2.0,4.3,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-5.425695781774257,0.0,2.0,4.3,21,True,37.97302720401017,beginner,11.013486397994914
Reset 86,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-7.947616361134827,0.0,2.0,4.8,16,True,33.47609239911871,beginner,13.261953800440644
Reset 87,1,0.06443991616321165,0.0,1,2.0,4.8,0,1,0.04823829039230687,0.0,1,2.0,4.8,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-6.458436354417737,0.0,2.0,4.8,17,True,39.71916657444609,beginner,10.140416712776956
Reset 88,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-6.761980766626597,0.0,2.0,4.3,21,True,34.609595835332925,beginner,12.69520208233354
Reset 89,0,0.0,0.0,0,0.0,0.0,0,1,0.13556350702720787,0.0,0,2.0,4.3,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-6.697707231469455,0.0,2.0,4.3,21,True,35.009562036063826,beginner,12.495218981968087
Reset 90,0,0.0,0.0,0,0.0,0.0,0,1,-0.09567732900973147,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-8.29584504951028,0.0,2.0,4.3,21,True,36.676864842974254,beginner,11.661567578512873
Reset 91,0,0.0,0.0,0,0.0,0.0,0,1,0.09489785246730631,0.0,0,2.0,4.3,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-4.052960325891279,0.0,2.0,4.8,20,True,38.04042034947085,beginner,10.979789825264575
Reset 92,1,0.0835416242952376,0.0,0,2.0,4.3,0,1,0.15377514137376913,0.0,0,2.0,4.3,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-7.814381676428253,0.0,2.0,4.8,18,True,49.91785217637823,intermediate,8.760268477952721
Reset 93,1,0.10249833639634609,0.0,0,2.0,4.3,0,1,-0.10111837615809582,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-9.038655952883587,0.0,2.0,4.3,20,True,37.905894493907674,beginner,11.047052753046163
Reset 94,1,-0.089487013511512,0.0,1,2.0,4.8,0,1,0.08366297159290603,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-3.498310278769509,0.0,2.0,4.8,15,True,34.464702451197965,beginner,12.767648774401016
Reset 95,0,0.0,0.0,0,0.0,0.0,0,1,0.16728787685875668,0.0,0,2.0,4.3,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-2.871879568876122,0.0,2.0,4.3,15,True,45.99959647352327,intermediate,9.250050440809591
Reset 96,1,-0.03086613764184576,0.0,0,2.0,4.3,0,1,-0.04603726488115445,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-5.1646486406978065,0.0,2.0,4.3,16,True,36.81045121856097,beginner,11.594774390719515
Reset 97,1,-0.171363357194096,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-5.989861415861899,0.0,2.0,4.8,15,True,31.770173203981155,beginner,14.114913398009422
Reset 98,1,0.09364031109662774,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-4.149709025274637,0.0,2.0,4.8,18,True,35.006301897815206,beginner,12.496849051092399
Reset 99,1,-0.04499984495372433,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-4.26737794865933,0.0,2.0,4.3,13,True,29.637233234561716,beginner,15.181383382719142
Reset 100,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-9.373583472320046,0.0,2.0,4.8,23,True,45.49083583599254,intermediate,9.313645520500932
Reset 101,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-3.372959355352907,0.0,2.0,4.3,15,True,38.1830159568416,beginner,10.908492021579198
Reset 102,1,0.14625075957541722,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-7.668345635820369,0.0,2.0,4.8,17,True,34.92243432793319,beginner,12.538782836033404
Reset 103,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-2.9689623781179932,0.0,2.0,4.8,10,True,29.734627060220472,beginner,15.132686469889764
Reset 104,1,0.14335755346026136,0.0,1,2.0,4.8,0,1,0.06603696836600714,0.0,0,2.0,4.3,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-4.701810384828838,0.0,2.0,4.8,13,True,21.06739377231051,beginner,19.466303113844745
Reset 105,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-2.364185827346204,0.0,2.0,4.3,12,True,32.83122384944963,beginner,13.584388075275184
Reset 106,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-9.036034648324517,0.0,2.0,4.8,18,True,36.42123589663662,beginner,11.78938205168169
